state,year,quarter,registered_users,total_open_apps,phone_brand,phone_count,Percentage
andaman-&-nicobar-islands,2022,1,76288,3847407,Motorola,1050,1.38
andaman-&-nicobar-islands,2022,1,76288,3847407,Others,4558,5.97
kerala,2018,1,784184,0,Xiaomi,202313,25.80
kerala,2018,1,784184,0,Samsung,163022,20.79
kerala,2018,1,784184,0,Apple,60282,7.69
kerala,2018,1,784184,0,Oppo,59417,7.58
kerala,2018,1,784184,0,Vivo,56537,7.21
kerala,2018,1,784184,0,Realme,36851,4.70
kerala,2018,1,784184,0,Huawei,36819,4.70
kerala,2018,1,784184,0,OnePlus,34552,4.41
kerala,2018,1,784184,0,Lenovo,25828,3.29
kerala,2018,1,784184,0,Motorola,24841,3.17
kerala,2018,1,784184,0,Others,83722,10.68
kerala,2018,2,1066587,0,Xiaomi,275516,25.83
kerala,2018,2,1066587,0,Samsung,221630,20.78
kerala,2018,2,1066587,0,Oppo,85046,7.97
kerala,2018,2,1066587,0,Vivo,82708,7.75
kerala,2018,2,1066587,0,Apple,78756,7.38
kerala,2018,2,1066587,0,Huawei,50881,4.77
kerala,2018,2,1066587,0,Realme,49568,4.65
kerala,2018,2,1066587,0,OnePlus,43088,4.04
kerala,2018,2,1066587,0,Lenovo,34031,3.19
kerala,2018,2,1066587,0,Motorola,33926,3.18
kerala,2018,2,1066587,0,Others,111437,10.45
kerala,2018,3,1347598,0,Xiaomi,347221,25.77
kerala,2018,3,1347598,0,Samsung,278349,20.66
kerala,2018,3,1347598,0,Vivo,114342,8.48
kerala,2018,3,1347598,0,Oppo,113855,8.45
kerala,2018,3,1347598,0,Apple,93612,6.95
kerala,2018,3,1347598,0,Huawei,69424,5.15
kerala,2018,3,1347598,0,Realme,63176,4.69
kerala,2018,3,1347598,0,OnePlus,52471,3.89
kerala,2018,3,1347598,0,Motorola,43126,3.20
kerala,2018,3,1347598,0,Lenovo,40146,2.98
kerala,2018,3,1347598,0,Others,131876,9.79
kerala,2018,4,1757326,0,Xiaomi,453011,25.78
kerala,2018,4,1757326,0,Samsung,360358,20.51
kerala,2018,4,1757326,0,Vivo,159235,9.06
kerala,2018,4,1757326,0,Oppo,155311,8.84
kerala,2018,4,1757326,0,Apple,119247,6.79
kerala,2018,4,1757326,0,Huawei,94927,5.40
kerala,2018,4,1757326,0,Realme,82116,4.67
kerala,2018,4,1757326,0,OnePlus,62694,3.57
kerala,2018,4,1757326,0,Motorola,55176,3.14
kerala,2018,4,1757326,0,Lenovo,51340,2.92
kerala,2018,4,1757326,0,Others,163911,9.33
kerala,2019,1,2136624,0,Xiaomi,548894,25.69
kerala,2019,1,2136624,0,Samsung,438229,20.51
kerala,2019,1,2136624,0,Vivo,202577,9.48
kerala,2019,1,2136624,0,Oppo,195876,9.17
kerala,2019,1,2136624,0,Apple,141765,6.63
kerala,2019,1,2136624,0,Huawei,121756,5.70
kerala,2019,1,2136624,0,Realme,98968,4.63
kerala,2019,1,2136624,0,OnePlus,72822,3.41
kerala,2019,1,2136624,0,Motorola,63627,2.98
kerala,2019,1,2136624,0,Lenovo,58335,2.73
kerala,2019,1,2136624,0,Others,193775,9.07
kerala,2019,2,2550167,8673220,Xiaomi,646056,25.33
kerala,2019,2,2550167,8673220,Samsung,526625,20.65
kerala,2019,2,2550167,8673220,Vivo,249735,9.79
kerala,2019,2,2550167,8673220,Oppo,241558,9.47
kerala,2019,2,2550167,8673220,Apple,164485,6.45
kerala,2019,2,2550167,8673220,Huawei,150573,5.90
kerala,2019,2,2550167,8673220,Realme,116766,4.58
kerala,2019,2,2550167,8673220,OnePlus,79737,3.13
kerala,2019,2,2550167,8673220,Motorola,74622,2.93
kerala,2019,2,2550167,8673220,Lenovo,70249,2.75
kerala,2019,2,2550167,8673220,Others,229761,9.01
kerala,2019,3,2990963,31471694,Xiaomi,747507,24.99
kerala,2019,3,2990963,31471694,Samsung,622999,20.83
kerala,2019,3,2990963,31471694,Vivo,304898,10.19
kerala,2019,3,2990963,31471694,Oppo,292609,9.78
kerala,2019,3,2990963,31471694,Apple,189074,6.32
kerala,2019,3,2990963,31471694,Huawei,183186,6.12
kerala,2019,3,2990963,31471694,Realme,138602,4.63
kerala,2019,3,2990963,31471694,OnePlus,87906,2.94
kerala,2019,3,2990963,31471694,Motorola,82456,2.76
kerala,2019,3,2990963,31471694,Lenovo,75786,2.53
kerala,2019,3,2990963,31471694,Others,265940,8.89
kerala,2019,4,3503938,40046033,Xiaomi,865305,24.70
kerala,2019,4,3503938,40046033,Samsung,732411,20.90
kerala,2019,4,3503938,40046033,Vivo,370217,10.57
kerala,2019,4,3503938,40046033,Oppo,354067,10.10
kerala,2019,4,3503938,40046033,Huawei,219873,6.28
kerala,2019,4,3503938,40046033,Apple,216607,6.18
kerala,2019,4,3503938,40046033,Realme,169629,4.84
kerala,2019,4,3503938,40046033,OnePlus,96332,2.75
kerala,2019,4,3503938,40046033,Motorola,92194,2.63
kerala,2019,4,3503938,40046033,Lenovo,84283,2.41
kerala,2019,4,3503938,40046033,Others,303020,8.65
kerala,2020,1,4078316,46396398,Xiaomi,990472,24.29
kerala,2020,1,4078316,46396398,Samsung,858444,21.05
kerala,2020,1,4078316,46396398,Vivo,448326,10.99
kerala,2020,1,4078316,46396398,Oppo,423226,10.38
kerala,2020,1,4078316,46396398,Huawei,259148,6.35
kerala,2020,1,4078316,46396398,Apple,248003,6.08
kerala,2020,1,4078316,46396398,Realme,202442,4.96
kerala,2020,1,4078316,46396398,OnePlus,103907,2.55
kerala,2020,1,4078316,46396398,Motorola,100697,2.47
kerala,2020,1,4078316,46396398,Lenovo,96507,2.37
kerala,2020,1,4078316,46396398,Others,347144,8.51
kerala,2020,2,4728844,45832953,Xiaomi,1124154,23.77
kerala,2020,2,4728844,45832953,Samsung,1009812,21.35
kerala,2020,2,4728844,45832953,Vivo,545130,11.53
kerala,2020,2,4728844,45832953,Oppo,505563,10.69
kerala,2020,2,4728844,45832953,Huawei,303050,6.41
kerala,2020,2,4728844,45832953,Apple,274565,5.81
kerala,2020,2,4728844,45832953,Realme,235063,4.97
kerala,2020,2,4728844,45832953,Motorola,111798,2.36
kerala,2020,2,4728844,45832953,Lenovo,109268,2.31
kerala,2020,2,4728844,45832953,OnePlus,109047,2.31
kerala,2020,2,4728844,45832953,Others,401394,8.49
kerala,2020,3,5582300,64309022,Xiaomi,1299988,23.29
kerala,2020,3,5582300,64309022,Samsung,1205428,21.59
kerala,2020,3,5582300,64309022,Vivo,688186,12.33
kerala,2020,3,5582300,64309022,Oppo,608874,10.91
kerala,2020,3,5582300,64309022,Huawei,356331,6.38
kerala,2020,3,5582300,64309022,Apple,315220,5.65
kerala,2020,3,5582300,64309022,Realme,282157,5.05
kerala,2020,3,5582300,64309022,Lenovo,126302,2.26
kerala,2020,3,5582300,64309022,Motorola,124372,2.23
kerala,2020,3,5582300,64309022,OnePlus,117670,2.11
kerala,2020,3,5582300,64309022,Others,457772,8.20
kerala,2020,4,6387169,91415273,Xiaomi,1466789,22.96
kerala,2020,4,6387169,91415273,Samsung,1399186,21.91
kerala,2020,4,6387169,91415273,Vivo,811546,12.71
kerala,2020,4,6387169,91415273,Oppo,707082,11.07
kerala,2020,4,6387169,91415273,Huawei,402396,6.30
kerala,2020,4,6387169,91415273,Apple,364712,5.71
kerala,2020,4,6387169,91415273,Realme,332456,5.21
kerala,2020,4,6387169,91415273,Lenovo,139386,2.18
kerala,2020,4,6387169,91415273,Motorola,134213,2.10
kerala,2020,4,6387169,91415273,OnePlus,127085,1.99
kerala,2020,4,6387169,91415273,Others,502318,7.86
kerala,2021,1,6936943,108918733,Xiaomi,1589645,22.92
kerala,2021,1,6936943,108918733,Samsung,1517006,21.87
kerala,2021,1,6936943,108918733,Vivo,906705,13.07
kerala,2021,1,6936943,108918733,Oppo,775012,11.17
kerala,2021,1,6936943,108918733,Huawei,426164,6.14
kerala,2021,1,6936943,108918733,Apple,398950,5.75
kerala,2021,1,6936943,108918733,Realme,378100,5.45
kerala,2021,1,6936943,108918733,Lenovo,140787,2.03
kerala,2021,1,6936943,108918733,Motorola,138567,2.00
kerala,2021,1,6936943,108918733,OnePlus,135957,1.96
kerala,2021,1,6936943,108918733,Others,530050,7.64
kerala,2021,2,7416083,87814415,Xiaomi,1714598,23.12
kerala,2021,2,7416083,87814415,Samsung,1605779,21.65
kerala,2021,2,7416083,87814415,Vivo,999633,13.48
kerala,2021,2,7416083,87814415,Oppo,831538,11.21
kerala,2021,2,7416083,87814415,Realme,444654,6.00
kerala,2021,2,7416083,87814415,Huawei,427830,5.77
kerala,2021,2,7416083,87814415,Apple,427612,5.77
kerala,2021,2,7416083,87814415,OnePlus,146086,1.97
kerala,2021,2,7416083,87814415,Lenovo,138448,1.87
kerala,2021,2,7416083,87814415,Motorola,138108,1.86
kerala,2021,2,7416083,87814415,Others,541797,7.31
kerala,2021,3,7949425,116282717,Xiaomi,1859763,23.39
kerala,2021,3,7949425,116282717,Samsung,1678905,21.12
kerala,2021,3,7949425,116282717,Vivo,1115818,14.04
kerala,2021,3,7949425,116282717,Oppo,896805,11.28
kerala,2021,3,7949425,116282717,Realme,528624,6.65
kerala,2021,3,7949425,116282717,Apple,461244,5.80
kerala,2021,3,7949425,116282717,Huawei,422903,5.32
kerala,2021,3,7949425,116282717,OnePlus,167667,2.11
kerala,2021,3,7949425,116282717,Motorola,135436,1.70
kerala,2021,3,7949425,116282717,Lenovo,132669,1.67
kerala,2021,3,7949425,116282717,Others,549591,6.91
kerala,2021,4,8473810,213542857,Xiaomi,1989367,23.48
kerala,2021,4,8473810,213542857,Samsung,1752657,20.68
kerala,2021,4,8473810,213542857,Vivo,1227761,14.49
kerala,2021,4,8473810,213542857,Oppo,961805,11.35
kerala,2021,4,8473810,213542857,Realme,622033,7.34
kerala,2021,4,8473810,213542857,Apple,507548,5.99
kerala,2021,4,8473810,213542857,Huawei,412197,4.86
kerala,2021,4,8473810,213542857,OnePlus,185990,2.19
kerala,2021,4,8473810,213542857,Motorola,137360,1.62
kerala,2021,4,8473810,213542857,Lenovo,125313,1.48
kerala,2021,4,8473810,213542857,Others,551779,6.51
kerala,2022,1,8972299,94047893,Xiaomi,2098370,23.39
kerala,2022,1,8972299,94047893,Samsung,1826034,20.35
kerala,2022,1,8972299,94047893,Vivo,1330622,14.83
kerala,2022,1,8972299,94047893,Oppo,1032233,11.50
kerala,2022,1,8972299,94047893,Realme,705424,7.86
kerala,2022,1,8972299,94047893,Apple,550489,6.14
kerala,2022,1,8972299,94047893,Huawei,408553,4.55
kerala,2022,1,8972299,94047893,OnePlus,199414,2.22
kerala,2022,1,8972299,94047893,Motorola,137230,1.53
kerala,2022,1,8972299,94047893,Lenovo,124999,1.39
kerala,2022,1,8972299,94047893,Others,558931,6.23
uttarakhand,2018,1,483043,0,Xiaomi,109199,22.61
uttarakhand,2018,1,483043,0,Samsung,99491,20.60
uttarakhand,2018,1,483043,0,Vivo,57719,11.95
uttarakhand,2018,1,483043,0,Oppo,55507,11.49
uttarakhand,2018,1,483043,0,Realme,25160,5.21
uttarakhand,2018,1,483043,0,Motorola,16760,3.47
uttarakhand,2018,1,483043,0,Apple,16447,3.40
uttarakhand,2018,1,483043,0,Micromax,12872,2.66
uttarakhand,2018,1,483043,0,Lenovo,12351,2.56
uttarakhand,2018,1,483043,0,OnePlus,12126,2.51
uttarakhand,2018,1,483043,0,Others,65411,13.54
uttarakhand,2018,2,649142,0,Xiaomi,148934,22.94
uttarakhand,2018,2,649142,0,Samsung,132854,20.47
uttarakhand,2018,2,649142,0,Vivo,81924,12.62
uttarakhand,2018,2,649142,0,Oppo,76967,11.86
uttarakhand,2018,2,649142,0,Realme,33273,5.13
uttarakhand,2018,2,649142,0,Motorola,21520,3.32
uttarakhand,2018,2,649142,0,Apple,21104,3.25
uttarakhand,2018,2,649142,0,Micromax,16731,2.58
uttarakhand,2018,2,649142,0,Lenovo,15806,2.43
uttarakhand,2018,2,649142,0,OnePlus,14859,2.29
uttarakhand,2018,2,649142,0,Others,85170,13.12
uttarakhand,2018,3,810612,0,Xiaomi,189290,23.35
uttarakhand,2018,3,810612,0,Samsung,164714,20.32
uttarakhand,2018,3,810612,0,Vivo,108621,13.40
uttarakhand,2018,3,810612,0,Oppo,99036,12.22
uttarakhand,2018,3,810612,0,Realme,41434,5.11
uttarakhand,2018,3,810612,0,Motorola,25626,3.16
uttarakhand,2018,3,810612,0,Apple,25218,3.11
uttarakhand,2018,3,810612,0,Micromax,18376,2.27
uttarakhand,2018,3,810612,0,Lenovo,18008,2.22
uttarakhand,2018,3,810612,0,OnePlus,17604,2.17
uttarakhand,2018,3,810612,0,Others,102685,12.67
uttarakhand,2018,4,1012103,0,Xiaomi,238404,23.56
uttarakhand,2018,4,1012103,0,Samsung,205071,20.26
uttarakhand,2018,4,1012103,0,Vivo,143029,14.13
uttarakhand,2018,4,1012103,0,Oppo,129035,12.75
uttarakhand,2018,4,1012103,0,Realme,51951,5.13
uttarakhand,2018,4,1012103,0,Apple,30805,3.04
uttarakhand,2018,4,1012103,0,Motorola,30636,3.03
uttarakhand,2018,4,1012103,0,Lenovo,20723,2.05
uttarakhand,2018,4,1012103,0,OnePlus,20523,2.03
uttarakhand,2018,4,1012103,0,Micromax,19828,1.96
uttarakhand,2018,4,1012103,0,Others,122098,12.06
uttarakhand,2019,1,1224955,0,Xiaomi,288999,23.59
uttarakhand,2019,1,1224955,0,Samsung,246222,20.10
uttarakhand,2019,1,1224955,0,Vivo,179843,14.68
uttarakhand,2019,1,1224955,0,Oppo,161697,13.20
uttarakhand,2019,1,1224955,0,Realme,62779,5.13
uttarakhand,2019,1,1224955,0,Apple,36034,2.94
uttarakhand,2019,1,1224955,0,Motorola,34677,2.83
uttarakhand,2019,1,1224955,0,Lenovo,23534,1.92
uttarakhand,2019,1,1224955,0,OnePlus,23403,1.91
uttarakhand,2019,1,1224955,0,Huawei,23098,1.89
uttarakhand,2019,1,1224955,0,Others,144669,11.81
uttarakhand,2019,2,1414339,7454279,Xiaomi,334492,23.65
uttarakhand,2019,2,1414339,7454279,Samsung,283331,20.03
uttarakhand,2019,2,1414339,7454279,Vivo,213754,15.11
uttarakhand,2019,2,1414339,7454279,Oppo,191460,13.54
uttarakhand,2019,2,1414339,7454279,Realme,72734,5.14
uttarakhand,2019,2,1414339,7454279,Apple,40988,2.90
uttarakhand,2019,2,1414339,7454279,Motorola,38572,2.73
uttarakhand,2019,2,1414339,7454279,Huawei,26825,1.90
uttarakhand,2019,2,1414339,7454279,Lenovo,26040,1.84
uttarakhand,2019,2,1414339,7454279,OnePlus,25583,1.81
uttarakhand,2019,2,1414339,7454279,Others,160560,11.35
uttarakhand,2019,3,1585859,24660988,Xiaomi,375857,23.70
uttarakhand,2019,3,1585859,24660988,Samsung,313937,19.80
uttarakhand,2019,3,1585859,24660988,Vivo,246487,15.54
uttarakhand,2019,3,1585859,24660988,Oppo,219056,13.81
uttarakhand,2019,3,1585859,24660988,Realme,84171,5.31
uttarakhand,2019,3,1585859,24660988,Apple,45434,2.86
uttarakhand,2019,3,1585859,24660988,Motorola,41204,2.60
uttarakhand,2019,3,1585859,24660988,Huawei,30360,1.91
uttarakhand,2019,3,1585859,24660988,OnePlus,27837,1.76
uttarakhand,2019,3,1585859,24660988,Lenovo,26347,1.66
uttarakhand,2019,3,1585859,24660988,Others,175169,11.05
uttarakhand,2019,4,1752677,28853867,Xiaomi,414477,23.65
uttarakhand,2019,4,1752677,28853867,Samsung,344276,19.64
uttarakhand,2019,4,1752677,28853867,Vivo,279712,15.96
uttarakhand,2019,4,1752677,28853867,Oppo,247381,14.11
uttarakhand,2019,4,1752677,28853867,Realme,97443,5.56
uttarakhand,2019,4,1752677,28853867,Apple,49003,2.80
uttarakhand,2019,4,1752677,28853867,Motorola,43412,2.48
uttarakhand,2019,4,1752677,28853867,Huawei,33443,1.91
uttarakhand,2019,4,1752677,28853867,OnePlus,29624,1.69
uttarakhand,2019,4,1752677,28853867,Lenovo,27481,1.57
uttarakhand,2019,4,1752677,28853867,Others,186425,10.64
uttarakhand,2020,1,1943606,32631265,Xiaomi,456579,23.49
uttarakhand,2020,1,1943606,32631265,Samsung,378669,19.48
uttarakhand,2020,1,1943606,32631265,Vivo,319603,16.44
uttarakhand,2020,1,1943606,32631265,Oppo,280495,14.43
uttarakhand,2020,1,1943606,32631265,Realme,112983,5.81
uttarakhand,2020,1,1943606,32631265,Apple,52810,2.72
uttarakhand,2020,1,1943606,32631265,Motorola,45752,2.35
uttarakhand,2020,1,1943606,32631265,Huawei,36671,1.89
uttarakhand,2020,1,1943606,32631265,OnePlus,31306,1.61
uttarakhand,2020,1,1943606,32631265,Lenovo,28932,1.49
uttarakhand,2020,1,1943606,32631265,Others,199806,10.28
uttarakhand,2020,2,2148567,31074793,Xiaomi,501134,23.32
uttarakhand,2020,2,2148567,31074793,Samsung,415942,19.36
uttarakhand,2020,2,2148567,31074793,Vivo,362685,16.88
uttarakhand,2020,2,2148567,31074793,Oppo,317364,14.77
uttarakhand,2020,2,2148567,31074793,Realme,128396,5.98
uttarakhand,2020,2,2148567,31074793,Apple,56193,2.62
uttarakhand,2020,2,2148567,31074793,Motorola,48462,2.26
uttarakhand,2020,2,2148567,31074793,Huawei,39646,1.85
uttarakhand,2020,2,2148567,31074793,OnePlus,32449,1.51
uttarakhand,2020,2,2148567,31074793,Lenovo,30040,1.40
uttarakhand,2020,2,2148567,31074793,Others,216256,10.07
uttarakhand,2020,3,2365438,40377348,Xiaomi,546826,23.12
uttarakhand,2020,3,2365438,40377348,Samsung,457354,19.33
uttarakhand,2020,3,2365438,40377348,Vivo,410741,17.36
uttarakhand,2020,3,2365438,40377348,Oppo,354574,14.99
uttarakhand,2020,3,2365438,40377348,Realme,146360,6.19
uttarakhand,2020,3,2365438,40377348,Apple,60386,2.55
uttarakhand,2020,3,2365438,40377348,Motorola,51294,2.17
uttarakhand,2020,3,2365438,40377348,Huawei,42576,1.80
uttarakhand,2020,3,2365438,40377348,OnePlus,34157,1.44
uttarakhand,2020,3,2365438,40377348,Lenovo,31405,1.33
uttarakhand,2020,3,2365438,40377348,Others,229765,9.71
uttarakhand,2020,4,2596244,52564888,Xiaomi,594817,22.91
uttarakhand,2020,4,2596244,52564888,Samsung,504450,19.43
uttarakhand,2020,4,2596244,52564888,Vivo,458644,17.67
uttarakhand,2020,4,2596244,52564888,Oppo,392059,15.10
uttarakhand,2020,4,2596244,52564888,Realme,165895,6.39
uttarakhand,2020,4,2596244,52564888,Apple,65898,2.54
uttarakhand,2020,4,2596244,52564888,Motorola,53771,2.07
uttarakhand,2020,4,2596244,52564888,Huawei,45541,1.75
uttarakhand,2020,4,2596244,52564888,OnePlus,36256,1.40
uttarakhand,2020,4,2596244,52564888,Micromax,32967,1.27
uttarakhand,2020,4,2596244,52564888,Others,245946,9.47
uttarakhand,2021,1,2802122,59282260,Xiaomi,639297,22.81
uttarakhand,2021,1,2802122,59282260,Samsung,541527,19.33
uttarakhand,2021,1,2802122,59282260,Vivo,505799,18.05
uttarakhand,2021,1,2802122,59282260,Oppo,425532,15.19
uttarakhand,2021,1,2802122,59282260,Realme,186140,6.64
uttarakhand,2021,1,2802122,59282260,Apple,71103,2.54
uttarakhand,2021,1,2802122,59282260,Motorola,55240,1.97
uttarakhand,2021,1,2802122,59282260,Huawei,47693,1.70
uttarakhand,2021,1,2802122,59282260,OnePlus,38553,1.38
uttarakhand,2021,1,2802122,59282260,Micromax,33204,1.18
uttarakhand,2021,1,2802122,59282260,Others,258034,9.21
uttarakhand,2021,2,3004040,78380036,Xiaomi,681400,22.68
uttarakhand,2021,2,3004040,78380036,Samsung,575576,19.16
uttarakhand,2021,2,3004040,78380036,Vivo,551124,18.35
uttarakhand,2021,2,3004040,78380036,Oppo,457475,15.23
uttarakhand,2021,2,3004040,78380036,Realme,217098,7.23
uttarakhand,2021,2,3004040,78380036,Apple,76591,2.55
uttarakhand,2021,2,3004040,78380036,Motorola,55396,1.84
uttarakhand,2021,2,3004040,78380036,Huawei,47115,1.57
uttarakhand,2021,2,3004040,78380036,OnePlus,42606,1.42
uttarakhand,2021,2,3004040,78380036,Lava,34399,1.15
uttarakhand,2021,2,3004040,78380036,Others,265260,8.83
uttarakhand,2021,3,3233509,90886530,Xiaomi,729762,22.57
uttarakhand,2021,3,3233509,90886530,Vivo,607277,18.78
uttarakhand,2021,3,3233509,90886530,Samsung,603594,18.67
uttarakhand,2021,3,3233509,90886530,Oppo,495230,15.32
uttarakhand,2021,3,3233509,90886530,Realme,252524,7.81
uttarakhand,2021,3,3233509,90886530,Apple,82495,2.55
uttarakhand,2021,3,3233509,90886530,Motorola,55103,1.70
uttarakhand,2021,3,3233509,90886530,OnePlus,50778,1.57
uttarakhand,2021,3,3233509,90886530,Huawei,48071,1.49
uttarakhand,2021,3,3233509,90886530,Lava,34054,1.05
uttarakhand,2021,3,3233509,90886530,Others,274621,8.49
uttarakhand,2021,4,3460015,110928354,Xiaomi,771248,22.29
uttarakhand,2021,4,3460015,110928354,Vivo,655975,18.96
uttarakhand,2021,4,3460015,110928354,Samsung,635155,18.36
uttarakhand,2021,4,3460015,110928354,Oppo,530288,15.33
uttarakhand,2021,4,3460015,110928354,Realme,296672,8.57
uttarakhand,2021,4,3460015,110928354,Apple,94375,2.73
uttarakhand,2021,4,3460015,110928354,OnePlus,58873,1.70
uttarakhand,2021,4,3460015,110928354,Motorola,55844,1.61
uttarakhand,2021,4,3460015,110928354,Huawei,46660,1.35
uttarakhand,2021,4,3460015,110928354,HMD Global,34563,1.00
uttarakhand,2021,4,3460015,110928354,Others,280362,8.10
uttarakhand,2022,1,3674829,115224382,Xiaomi,807803,21.98
uttarakhand,2022,1,3674829,115224382,Vivo,700872,19.07
uttarakhand,2022,1,3674829,115224382,Samsung,663403,18.05
uttarakhand,2022,1,3674829,115224382,Oppo,566718,15.42
uttarakhand,2022,1,3674829,115224382,Realme,337092,9.17
uttarakhand,2022,1,3674829,115224382,Apple,103605,2.82
uttarakhand,2022,1,3674829,115224382,OnePlus,66561,1.81
uttarakhand,2022,1,3674829,115224382,Motorola,56044,1.53
uttarakhand,2022,1,3674829,115224382,Huawei,46393,1.26
uttarakhand,2022,1,3674829,115224382,Tecno,36937,1.01
uttarakhand,2022,1,3674829,115224382,Others,289401,7.88
nagaland,2018,1,15074,0,Xiaomi,4166,27.64
nagaland,2018,1,15074,0,Samsung,2382,15.80
nagaland,2018,1,15074,0,Vivo,1872,12.42
nagaland,2018,1,15074,0,Oppo,1342,8.90
nagaland,2018,1,15074,0,Realme,725,4.81
nagaland,2018,1,15074,0,Apple,467,3.10
nagaland,2018,1,15074,0,Gionee,445,2.95
nagaland,2018,1,15074,0,Lenovo,432,2.87
nagaland,2018,1,15074,0,Micromax,346,2.30
nagaland,2018,1,15074,0,Motorola,298,1.98
nagaland,2018,1,15074,0,Others,2599,17.24
nagaland,2018,2,22436,0,Xiaomi,6300,28.08
nagaland,2018,2,22436,0,Samsung,3501,15.60
nagaland,2018,2,22436,0,Vivo,2875,12.81
nagaland,2018,2,22436,0,Oppo,2141,9.54
nagaland,2018,2,22436,0,Realme,1062,4.73
nagaland,2018,2,22436,0,Apple,685,3.05
nagaland,2018,2,22436,0,Gionee,660,2.94
nagaland,2018,2,22436,0,Lenovo,624,2.78
nagaland,2018,2,22436,0,Micromax,550,2.45
nagaland,2018,2,22436,0,Motorola,402,1.79
nagaland,2018,2,22436,0,Others,3636,16.21
nagaland,2018,3,32090,0,Xiaomi,9037,28.16
nagaland,2018,3,32090,0,Samsung,4899,15.27
nagaland,2018,3,32090,0,Vivo,4414,13.76
nagaland,2018,3,32090,0,Oppo,3161,9.85
nagaland,2018,3,32090,0,Realme,1524,4.75
nagaland,2018,3,32090,0,Gionee,952,2.97
nagaland,2018,3,32090,0,Apple,897,2.80
nagaland,2018,3,32090,0,Lenovo,826,2.57
nagaland,2018,3,32090,0,Micromax,747,2.33
nagaland,2018,3,32090,0,Huawei,616,1.92
nagaland,2018,3,32090,0,Others,5017,15.63
nagaland,2018,4,42997,0,Xiaomi,12421,28.89
nagaland,2018,4,42997,0,Samsung,6536,15.20
nagaland,2018,4,42997,0,Vivo,6312,14.68
nagaland,2018,4,42997,0,Oppo,4430,10.30
nagaland,2018,4,42997,0,Realme,2036,4.74
nagaland,2018,4,42997,0,Gionee,1152,2.68
nagaland,2018,4,42997,0,Apple,1148,2.67
nagaland,2018,4,42997,0,Lenovo,1024,2.38
nagaland,2018,4,42997,0,Huawei,849,1.97
nagaland,2018,4,42997,0,Asus,840,1.95
nagaland,2018,4,42997,0,Others,6249,14.53
nagaland,2019,1,53911,0,Xiaomi,15755,29.22
nagaland,2019,1,53911,0,Vivo,8172,15.16
nagaland,2019,1,53911,0,Samsung,8129,15.08
nagaland,2019,1,53911,0,Oppo,5736,10.64
nagaland,2019,1,53911,0,Realme,2537,4.71
nagaland,2019,1,53911,0,Gionee,1456,2.70
nagaland,2019,1,53911,0,Apple,1390,2.58
nagaland,2019,1,53911,0,Lenovo,1166,2.16
nagaland,2019,1,53911,0,Huawei,1124,2.08
nagaland,2019,1,53911,0,Asus,1053,1.95
nagaland,2019,1,53911,0,Others,7393,13.71
nagaland,2019,2,66891,362497,Xiaomi,19602,29.30
nagaland,2019,2,66891,362497,Vivo,10442,15.61
nagaland,2019,2,66891,362497,Samsung,10090,15.08
nagaland,2019,2,66891,362497,Oppo,7328,10.96
nagaland,2019,2,66891,362497,Realme,3058,4.57
nagaland,2019,2,66891,362497,Gionee,1735,2.59
nagaland,2019,2,66891,362497,Apple,1641,2.45
nagaland,2019,2,66891,362497,Huawei,1454,2.17
nagaland,2019,2,66891,362497,Asus,1388,2.08
nagaland,2019,2,66891,362497,Lenovo,1342,2.01
nagaland,2019,2,66891,362497,Others,8811,13.17
nagaland,2019,3,80077,1244022,Xiaomi,23840,29.77
nagaland,2019,3,80077,1244022,Vivo,12573,15.70
nagaland,2019,3,80077,1244022,Samsung,11629,14.52
nagaland,2019,3,80077,1244022,Oppo,8798,10.99
nagaland,2019,3,80077,1244022,Realme,3780,4.72
nagaland,2019,3,80077,1244022,Gionee,2031,2.54
nagaland,2019,3,80077,1244022,Apple,1939,2.42
nagaland,2019,3,80077,1244022,Huawei,1826,2.28
nagaland,2019,3,80077,1244022,Asus,1716,2.14
nagaland,2019,3,80077,1244022,Lenovo,1459,1.82
nagaland,2019,3,80077,1244022,Others,10486,13.09
nagaland,2019,4,93124,1454551,Xiaomi,27943,30.01
nagaland,2019,4,93124,1454551,Vivo,14840,15.94
nagaland,2019,4,93124,1454551,Samsung,13324,14.31
nagaland,2019,4,93124,1454551,Oppo,10459,11.23
nagaland,2019,4,93124,1454551,Realme,4629,4.97
nagaland,2019,4,93124,1454551,Gionee,2287,2.46
nagaland,2019,4,93124,1454551,Apple,2200,2.36
nagaland,2019,4,93124,1454551,Huawei,2151,2.31
nagaland,2019,4,93124,1454551,Asus,1783,1.91
nagaland,2019,4,93124,1454551,Lenovo,1598,1.72
nagaland,2019,4,93124,1454551,Others,11910,12.79
nagaland,2020,1,107143,1684520,Xiaomi,32305,30.15
nagaland,2020,1,107143,1684520,Vivo,17452,16.29
nagaland,2020,1,107143,1684520,Samsung,15066,14.06
nagaland,2020,1,107143,1684520,Oppo,12210,11.40
nagaland,2020,1,107143,1684520,Realme,5659,5.28
nagaland,2020,1,107143,1684520,Apple,2480,2.31
nagaland,2020,1,107143,1684520,Huawei,2443,2.28
nagaland,2020,1,107143,1684520,Gionee,2380,2.22
nagaland,2020,1,107143,1684520,Asus,2036,1.90
nagaland,2020,1,107143,1684520,Lenovo,1753,1.64
nagaland,2020,1,107143,1684520,Others,13359,12.47
